cve_id,cpu_quarter,cpu_url,product_family,component,cvss_version,base_score,attack_vector,attack_complexity,privileges_required,user_interaction,scope,confidentiality,integrity,availability,access_vector,access_complexity,authentication,package_privilege,protocol,remote_exploit,affected_versions,notes
CVE-2025-48976,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Composer (Apache Commons FileUpload),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,"12.2.1.4.0, 14.1.2.0.0",
CVE-2025-5115,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Centralized Third Party Jars (Eclipse Jetty),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,"12.2.1.4.0, 14.1.1.0.0",
CVE-2025-55163,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Runtime Java agent (Netty),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP/2,Yes,12.2.1.4.0,
CVE-2024-42516,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Core (Apache HTTP Server),3.1,7.5,Network,Low,None,None,Un- changed,None,High,None,,,,,HTTP,Yes,"12.2.1.4.0, 14.1.2.0.0",
CVE-2025-59375,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Core (LibExpat),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,"12.2.1.4.0, 14.1.2.0.0",
CVE-2024-43204,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,mod_proxy (Apache HTTP Server),3.1,7.5,Network,Low,None,None,Un- changed,None,High,None,,,,,HTTP,Yes,"12.2.1.4.0, 14.1.2.0.0",
CVE-2025-54571,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,mod_security (ModSecurity),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,"12.2.1.4.0, 14.1.2.0.0",
CVE-2024-47252,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,SSL module (Apache HTTP Server),3.1,7.5,Network,Low,None,None,Un- changed,High,None,None,,,,,HTTPS,Yes,"12.2.1.4.0, 14.1.2.0.0",
CVE-2025-41249,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Installer (Spring Framework),3.1,7.5,Network,Low,None,None,Un- changed,High,None,None,,,,,HTTP,Yes,"12.2.1.4.0, 14.1.2.1.0",
CVE-2025-41249,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Third Party (Spring Framework),3.1,7.5,Network,Low,None,None,Un- changed,High,None,None,,,,,HTTP,Yes,"12.2.1.4.0, 14.1.2.0.0",
CVE-2025-59375,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Core (LibExpat),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,"8.5.7, 8.5.8",
CVE-2025-48976,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Core (Apache Commons FileUpload),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,12.2.1.4.0,
CVE-2025-48976,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Rest Converters (Apache Commons FileUpload),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,"12.2.1.4.0, 14.1.2.0.0",
CVE-2025-43967,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Client Bundle (libheif),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,"12.2.1.4.0, 14.1.2.0.0",
CVE-2025-41248,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Core (Spring Security),3.1,7.5,Network,Low,None,None,Un- changed,High,None,None,,,,,HTTP,Yes,14.1.2.0.0,
CVE-2025-48976,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Centralized Third Party Jars (Apache Commons FileUpload),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,"12.2.1.4.0, 14.1.1.0.0",
CVE-2025-41249,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Core (Spring Framework),3.1,7.5,Network,Low,None,None,Un- changed,High,None,None,,,,,HTTP,Yes,"12.2.1.4.0, 14.1.1.0.0, 14.1.2.0.0, 15.1.1.0.0",
CVE-2025-55163,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Messaging Enabler (Netty),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,14.1.2.0.0,
CVE-2025-52999,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Analytics,Analytics Server (jackson-core),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,"7.6.0.0.0, 8.2.0.0.0",
CVE-2024-57699,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Analytics,Analytics Server (json-smart),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,"7.6.0.0.0, 8.2.0.0.0, 12.2.1.4.0",
CVE-2025-9230,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Analytics,Platform Security (OpenSSL),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,TLS,Yes,"7.6.0.0.0, 8.2.0.0.0, 12.2.1.4.0",
CVE-2025-41249,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle HealthCare Applications,Master Index Data Manager (Spring Framework),3.1,7.5,Network,Low,None,None,Un- changed,High,None,None,,,,,HTTP,Yes,5.0.0.0-5.0.9.5,
CVE-2025-48976,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Hospitality Applications,Opera (Apache Commons FileUpload),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,"5.6.19, 5.6.25, 5.6.26, 5.6.27",
CVE-2025-43967,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Hyperion,Install (libheif),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,11.2.23,
CVE-2025-43368,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Java SE,JavaFX (WebKitGTK),3.1,7.5,Network,High,None,Required,Un- changed,High,High,High,,,,,Multiple,Yes,Oracle Java SE: 8u471-b50,See Note 1
CVE-2025-7425,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Java SE,JavaFX (libxslt),3.1,7.5,Network,High,None,Required,Un- changed,High,High,High,,,,,Multiple,Yes,Oracle Java SE: 8u471-b50,See Note 1
CVE-2026-21945,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Java SE,Security,3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,Multiple,Yes,"Oracle Java SE: 8u471, 8u471-b50, 8u471-perf, 11.0.29, 17.0.17, 21.0.9, 25.0.1; Oracle GraalVM for JDK: 17.0.17, 21.0.9; Oracle GraalVM Enterprise Edition: 21.3.16",See Note 1
CVE-2025-27210,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle JD Edwards,E1 Dev Platform Tech - Cloud (Node.js),3.1,7.5,Network,Low,None,None,Un- changed,High,None,None,,,,,HTTP,Yes,9.2.0.0-9.2.9.4,
CVE-2025-9230,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle MySQL,Connector/C++ (OpenSSL),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,MySQL Protocol,Yes,9.0.0-9.5.0,
CVE-2025-9230,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle MySQL,Connector/ODBC (OpenSSL),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,MySQL Protocol,Yes,9.0.0-9.5.0,
CVE-2025-9086,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle MySQL,Enterprise Backup (curl),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,"8.0.0-8.0.43, 8.4.0-8.4.6, 9.0.0-9.4.0",
CVE-2025-9230,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle MySQL,Enterprise Backup (OpenSSL),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,TLS,Yes,"8.0.0-8.0.44, 8.4.0-8.4.7, 9.0.0-9.5.0",
CVE-2025-9230,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle MySQL,Server: Packaging (OpenSSL),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,MySQL Protocol,Yes,"8.0.0-8.0.44, 8.4.0-8.4.7, 9.0.0-9.5.0",
CVE-2025-9230,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle MySQL,MySQL Workbench (OpenSSL),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,MySQL Workbench,Yes,8.0.0-8.0.45,
CVE-2025-9086,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle PeopleSoft,File Processing (curl),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,"8.60, 8.61, 8.62",
CVE-2025-27210,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle PeopleSoft,OpenSearch Dashboards (Node.js),3.1,7.5,Network,Low,None,None,Un- changed,High,None,None,,,,,HTTP,Yes,"8.60, 8.61, 8.62",
CVE-2025-9230,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle PeopleSoft,Security (OpenSSL),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTPS,Yes,"8.60, 8.61, 8.62",
CVE-2025-41249,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Retail Applications,BDI Job Scheduler (Spring Framework),3.1,7.5,Network,Low,None,None,Un- changed,High,None,None,,,,,HTTP,Yes,"16.0.3, 19.0.1",
CVE-2025-41249,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Retail Applications,PeopleSoft Integration (Spring Framework),3.1,7.5,Network,Low,None,None,Un- changed,High,None,None,,,,,HTTP,Yes,"16.0.3, 19.0.1",
CVE-2025-41249,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Retail Applications,RIB Kernal (Spring Framework),3.1,7.5,Network,Low,None,None,Un- changed,High,None,None,,,,,HTTP,Yes,"16.0.3, 19.0.1",
CVE-2025-41249,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Retail Applications,RPAS Client (Spring Framework),3.1,7.5,Network,Low,None,None,Un- changed,High,None,None,,,,,HTTP,Yes,"15.0.3, 16.0.3",
CVE-2025-41249,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Retail Applications,RSB Installation (Spring Framework),3.1,7.5,Network,Low,None,None,Un- changed,High,None,None,,,,,HTTP,Yes,"16.0.3, 19.0.1",
CVE-2025-7962,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Retail Applications,Security (Jakarta Mail),3.1,7.5,Network,Low,None,None,Un- changed,None,High,None,,,,,HTTP,Yes,25.0.1,
CVE-2025-48976,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Siebel CRM,Email Marketing (Apache Commons FileUpload),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,17.0-25.9,
CVE-2025-53643,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Siebel CRM,Siebel Cloud Manager (AIOHTTP),3.1,7.5,Network,Low,None,None,Un- changed,None,High,None,,,,,HTTP,Yes,17.0-25.9,
CVE-2025-27817,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Siebel CRM,Application Interface (Apache Kafka),3.1,7.5,Network,Low,None,None,Un- changed,High,None,None,,,,,HTTP,Yes,17.0-25.10,
CVE-2025-48989,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Siebel CRM,Application Interface (Apache Tomcat),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,17.0-25.10,
CVE-2021-33813,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Siebel CRM,Application Interface (JDOM),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,17.0-25.11,
CVE-2026-21926,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Siebel CRM,Server Infrastructure,3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,TLS,Yes,17.0-25.2,
CVE-2025-48976,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Supply Chain,"Folders, Files and Attachments (Apache Commons FileUpload)",3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,9.3.6,
CVE-2025-48989,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Supply Chain,Security (Apache Tomcat),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,9.3.6,
CVE-2026-21940,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Supply Chain,User and User Group,3.1,7.5,Network,Low,None,None,Un- changed,High,None,None,,,,,HTTP,Yes,9.3.6,
CVE-2025-5115,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Supply Chain,Internal Operations (Eclipse Jetty),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,21.1.0,
CVE-2025-5115,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Supply Chain,Security (Eclipse Jetty),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,21.1.0,See Note 2
CVE-2025-55163,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Utilities Applications,Core (Netty),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP/2,Yes,"2.5.0.2.10, 2.6.0.1.9, 2.6.0.2.5",
CVE-2025-48989,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Utilities Applications,Core (Apache Tomcat),3.1,7.5,Network,Low,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,"7.0.0.0.6, 7.0.0.1.4, 25.4.0.0.1",
CVE-2026-21957,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Virtualization,Core,3.1,7.5,Local,High,High,None,Changed,High,High,High,,,,,None,No,"7.1.14, 7.2.4",
CVE-2026-21983,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Virtualization,Core,3.1,7.5,Local,High,High,None,Changed,High,High,High,,,,,None,No,"7.1.14, 7.2.4",
CVE-2026-21984,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Virtualization,Core,3.1,7.5,Local,High,High,None,Changed,High,High,High,,,,,None,No,"7.1.14, 7.2.4",
CVE-2026-21982,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Virtualization,Core,3.1,7.5,Adjacent Network,High,None,None,Un- changed,High,High,High,,,,,TCP,Yes,"7.1.14, 7.2.4",
CVE-2025-12383,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Database Server,Fleet Patching and Provisioning (Eclipse Jersey),3.1,7.4,Network,High,None,None,Un- changed,High,High,None,,,,None,HTTP,Yes,23.4.0-23.26.0,
CVE-2025-22228,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Financial Services Applications,Common Core (Spring Security),3.1,7.4,Network,High,None,None,Un- changed,High,High,None,,,,,HTTP,Yes,14.5.0.14.0,
CVE-2025-12383,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,NextGen Installer (Eclipse Jersey),3.1,7.4,Network,High,None,None,Un- changed,High,High,None,,,,,TLS,Yes,"15.1.1.0.0, 15.1.1.0.0",
CVE-2025-12383,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Centralized Third Party Jars (Eclipse Jersey),3.1,7.4,Network,High,None,None,Un- changed,High,High,None,,,,,HTTP,Yes,"14.1.1.0.0, 14.1.2.0.0, 15.1.1.0.0",
CVE-2026-21932,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Java SE,"AWT, JavaFX",3.1,7.4,Network,Low,None,Required,Changed,None,High,None,,,,,Multiple,Yes,"Oracle Java SE: 8u471, 8u471-b50, 8u471-perf, 11.0.29, 17.0.17, 21.0.9, 25.0.1; Oracle GraalVM for JDK: 17.0.17, 21.0.9; Oracle GraalVM Enterprise Edition: 21.3.16",See Note 1
CVE-2024-13009,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Enterprise Manager,Gateway (Eclipse Jetty),3.1,7.2,Network,Low,None,None,Changed,Low,Low,None,,,,,HTTP,Yes,24.1,
CVE-2024-13009,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Enterprise Manager,Oracle Enterprise Manager Base Platform - Agent Next Gen (Eclipse Jetty),3.1,7.2,Network,Low,None,None,Changed,Low,Low,None,,,,,HTTP,Yes,"13.5, 24.1",
CVE-2024-13009,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Third Party (Eclipse Jetty),3.1,7.2,Network,Low,None,None,Changed,Low,Low,None,,,,,HTTP,Yes,14.1.2.0.0,
CVE-2024-13009,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Core (Eclipse Jetty),3.1,7.2,Network,Low,None,None,Changed,Low,Low,None,,,,,HTTP,Yes,"12.2.1.4.0, 14.1.2.1.0",
CVE-2022-45047,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Analytics,Core (Apache Mina SSHD),3.1,7.2,Network,Low,High,None,Un- changed,High,High,High,,,,,SSH,No,8.2.0.0.0,
CVE-2024-23807,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Siebel CRM,EAI (Apache Xerces-C++),3.1,7.2,Network,Low,High,None,Un- changed,High,High,High,,,,,HTTP,No,17.0-25.9,
CVE-2026-21976,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Analytics,Oracle Analytics Cloud,3.1,7.1,Local,Low,Low,None,Un- changed,High,High,None,,,,,None,No,"7.6.0.0.0, 8.2.0.0.0",
CVE-2025-65018,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle MySQL,MySQL Workbench (libpng),3.1,7.1,Local,Low,None,Required,Un- changed,None,High,High,,,,,MySQL Workbench,No,8.0.0-8.0.45,
CVE-2026-21986,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Virtualization,Core,3.1,7.1,Local,Low,None,None,Changed,None,None,High,,,,,None,No,"7.1.14, 7.2.4",See Note 1
CVE-2026-21939,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Database Server,SQLcl,3.1,7.0,Local,High,None,Required,Un- changed,High,High,High,,,,None,None,No,23.4.0-23.26.0,
CVE-2025-30065,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle NoSQL Database,Administration (Apache Parquet Java),3.1,7.0,Local,High,Low,None,Un- changed,High,High,High,,,,,None,No,"1.5, 1.6",
CVE-2025-8194,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Database Server,RDBMS (Python),3.1,6.7,Local,Low,High,None,Un- changed,High,High,High,,,,Create Session,None,No,"21.3-21.20, 23.4.0-23.26.0",
CVE-2025-67735,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Database Server,Oracle Graal Development Kit for Micronaut (Nimbus JOSE+JWT),3.1,6.5,Network,Low,None,None,Un- changed,Low,Low,None,,,,Create Session,Oracle Net,Yes,"19.3-19.29, 23.4.0-23.26.0",
CVE-2025-59419,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle GoldenGate,Java Delivery (Netty),3.1,6.5,Network,Low,Low,None,Un- changed,None,None,High,,,,,HTTP,No,"21.3-21.20, 23.4-23.10",
CVE-2025-55039,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle GoldenGate,General (Apache Spark),3.1,6.5,Network,Low,None,None,Un- changed,Low,Low,None,,,,,Multiple,Yes,19.1.0.0.0-19.1.0.0.11,
CVE-2025-65082,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Secure Backup,Oracle Secure Backup (Apache HTTP Server),3.1,6.5,Network,Low,None,None,Un- changed,Low,Low,None,,,,,HTTP,Yes,19.1.0.0.0-19.1.0.1.0,
CVE-2025-32988,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Communications,Third Party (GnuTLS),3.1,6.5,Network,High,None,None,Un- changed,None,Low,High,,,,,TLS,Yes,25.1.0,
CVE-2026-21960,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle E-Business Suite,Java utils,3.1,6.5,Network,Low,High,None,Un- changed,High,High,None,,,,,HTTP,No,12.2.3-12.2.15,
CVE-2026-21978,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Financial Services Applications,Relationship Pricing,3.1,6.5,Network,Low,Low,None,Un- changed,High,None,None,,,,,HTTP,No,14.0.0.0.0-14.8.0.0.0,
CVE-2026-21980,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Health Sciences Applications,Platform,3.1,6.5,Network,Low,None,None,Un- changed,Low,Low,None,,,,,HTTP,Yes,7.0.1.0,
CVE-2026-21970,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Health Sciences Applications,Platform,3.1,6.5,Network,Low,Low,None,Un- changed,High,None,None,,,,,HTTP,No,7.0.1.0,
CVE-2026-21923,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Health Sciences Applications,Platform,3.1,6.5,Network,Low,None,None,Un- changed,Low,Low,None,,,,,HTTP,Yes,7.0.1.0,
CVE-2023-42670,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle JD Edwards,E1 Dev Platform Tech - Cloud (Samba),3.1,6.5,Network,Low,Low,None,Un- changed,None,None,High,,,,,SMB,No,9.2.0.0-9.2.9.4,
CVE-2026-21949,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle MySQL,Server: Optimizer,3.1,6.5,Network,Low,Low,None,Un- changed,None,None,High,,,,,MySQL Protocol,No,9.0.0-9.5.0,
CVE-2026-21950,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle MySQL,Server: Optimizer,3.1,6.5,Network,Low,Low,None,Un- changed,None,None,High,,,,,MySQL Protocol,No,9.0.0-9.5.0,
CVE-2026-21968,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle MySQL,Server: Optimizer,3.1,6.5,Network,Low,Low,None,Un- changed,None,None,High,,,,,MySQL Protocol,No,"8.0.0-8.0.44, 8.4.0-8.4.7, 9.0.0-9.5.0",
CVE-2025-4575,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Siebel CRM,Server Infrastructure (OpenSSL),3.1,6.5,Network,Low,None,None,Un- changed,None,Low,Low,,,,,HTTPS,Yes,17.0-25.11,
CVE-2026-21944,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Supply Chain,Product Quality Management,3.1,6.5,Network,Low,Low,None,Un- changed,High,None,None,,,,,HTTP,No,6.2.4,
